EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_PRECISION	DEV_RECALL	DEV_F1	DEV_ACCURACY
1	04:24:25	0	0.1000	0.04358406434449376	0.025614136829972267	0.529	0.529	0.529	0.529
2	04:24:29	0	0.1000	0.02176058745949027	0.023371394723653793	0.5871	0.5871	0.5871	0.5871
3	04:24:32	0	0.1000	0.021391502405702	0.02302888035774231	0.6581	0.6581	0.6581	0.6581
4	04:24:36	0	0.1000	0.020336205892569712	0.022280622273683548	0.7032	0.7032	0.7032	0.7032
5	04:24:39	1	0.1000	0.01983861529989715	0.021885570138692856	0.529	0.529	0.529	0.529
6	04:24:40	2	0.1000	0.018773764649998432	0.02203448861837387	0.6323	0.6323	0.6323	0.6323
7	04:24:42	3	0.1000	0.018093997295691826	0.021577922627329826	0.6452	0.6452	0.6452	0.6452
8	04:24:43	4	0.1000	0.01820075965492484	0.023791687563061714	0.5806	0.5806	0.5806	0.5806
9	04:24:45	5	0.1000	0.018281192229278466	0.020284710451960564	0.6774	0.6774	0.6774	0.6774
10	04:24:46	0	0.1000	0.016536481330827767	0.01828426867723465	0.7226	0.7226	0.7226	0.7226
11	04:24:49	1	0.1000	0.017296639968402423	0.02108476497232914	0.6452	0.6452	0.6452	0.6452
12	04:24:51	2	0.1000	0.016936223710601654	0.019820597022771835	0.6774	0.6774	0.6774	0.6774
13	04:24:52	3	0.1000	0.016367631705647652	0.019210180267691612	0.6581	0.6581	0.6581	0.6581
14	04:24:54	4	0.1000	0.0156406988065532	0.019155360758304596	0.671	0.671	0.671	0.671
15	04:24:55	5	0.1000	0.016268105940774286	0.01953875832259655	0.6581	0.6581	0.6581	0.6581
16	04:24:56	6	0.1000	0.015937308099572813	0.019428910687565804	0.6581	0.6581	0.6581	0.6581
17	04:24:58	1	0.0500	0.014377595855448627	0.01894434541463852	0.6774	0.6774	0.6774	0.6774
18	04:24:59	0	0.0500	0.014155923903031222	0.01689044199883938	0.7355	0.7355	0.7355	0.7355
