EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_PRECISION	DEV_RECALL	DEV_F1	DEV_ACCURACY
1	23:27:27	0	0.1000	0.03572135149619601	0.024021636694669724	0.5484	0.5484	0.5484	0.5484
2	23:27:47	0	0.1000	0.02192713220771576	0.02283952757716179	0.5484	0.5484	0.5484	0.5484
3	23:28:01	0	0.1000	0.021727462081881796	0.02245403081178665	0.5484	0.5484	0.5484	0.5484
4	23:28:14	1	0.1000	0.021399737987600465	0.022497164085507393	0.4516	0.4516	0.4516	0.4516
5	23:28:28	0	0.1000	0.020459255488416914	0.019815988838672638	0.7355	0.7355	0.7355	0.7355
6	23:28:48	0	0.1000	0.019657148317048127	0.01860624924302101	0.7419	0.7419	0.7419	0.7419
7	23:29:09	1	0.1000	0.019093093603357342	0.01841557025909424	0.729	0.729	0.729	0.729
8	23:29:23	2	0.1000	0.018077416550060527	0.019679728895425797	0.6774	0.6774	0.6774	0.6774
9	23:29:36	3	0.1000	0.018218883574650773	0.01790618896484375	0.6968	0.6968	0.6968	0.6968
10	23:29:50	4	0.1000	0.018106295813439307	0.017795361578464508	0.729	0.729	0.729	0.729
11	23:30:03	0	0.1000	0.01743621742306043	0.016400163993239403	0.7548	0.7548	0.7548	0.7548
12	23:30:24	0	0.1000	0.016665284015767796	0.015930714085698128	0.7806	0.7806	0.7806	0.7806
13	23:30:45	1	0.1000	0.01628304897070102	0.026181690394878387	0.6387	0.6387	0.6387	0.6387
14	23:30:58	2	0.1000	0.016307135045057736	0.017412548884749413	0.7097	0.7097	0.7097	0.7097
15	23:31:12	3	0.1000	0.01646917117044212	0.014924658462405205	0.7677	0.7677	0.7677	0.7677
16	23:31:25	4	0.1000	0.01610449039927508	0.018885165452957153	0.671	0.671	0.671	0.671
17	23:31:38	5	0.1000	0.0156619280084636	0.014892857521772385	0.7613	0.7613	0.7613	0.7613
18	23:31:52	6	0.1000	0.01550122526422817	0.014415644109249115	0.7677	0.7677	0.7677	0.7677
19	23:32:05	1	0.0500	0.01452805962993871	0.014080491848289967	0.7677	0.7677	0.7677	0.7677
20	23:32:19	2	0.0500	0.01339003000855018	0.014066996984183788	0.7742	0.7742	0.7742	0.7742
21	23:32:32	3	0.0500	0.013757825774934252	0.01589498296380043	0.7484	0.7484	0.7484	0.7484
22	23:32:45	0	0.0500	0.013880124472065615	0.014186332933604717	0.7871	0.7871	0.7871	0.7871
23	23:33:06	1	0.0500	0.013451529336506226	0.014140410348773003	0.7806	0.7806	0.7806	0.7806
24	23:33:19	0	0.0500	0.013291013792788306	0.013467343524098396	0.8194	0.8194	0.8194	0.8194
25	23:33:40	1	0.0500	0.01290215671661511	0.013754422776401043	0.7806	0.7806	0.7806	0.7806
26	23:33:53	2	0.0500	0.01234268288516519	0.013739215210080147	0.7742	0.7742	0.7742	0.7742
27	23:34:07	0	0.0500	0.01297425744521558	0.01334372814744711	0.8194	0.8194	0.8194	0.8194
28	23:34:20	1	0.0500	0.012751099965765763	0.013394962064921856	0.8	0.8	0.8	0.8
29	23:34:34	2	0.0500	0.012495676926032982	0.013259164988994598	0.8129	0.8129	0.8129	0.8129
30	23:34:47	3	0.0500	0.012308261491631058	0.013192078098654747	0.8	0.8	0.8	0.8
31	23:35:01	4	0.0500	0.012237177593453018	0.01306042168289423	0.8129	0.8129	0.8129	0.8129
32	23:35:14	0	0.0500	0.012173110591107277	0.013236690312623978	0.8323	0.8323	0.8323	0.8323
33	23:35:36	1	0.0500	0.011696842950364283	0.013571638613939285	0.8	0.8	0.8	0.8
34	23:35:49	0	0.0500	0.011619946476117537	0.01253586821258068	0.8323	0.8323	0.8323	0.8323
35	23:36:02	1	0.0500	0.011187603201099376	0.013163403607904911	0.8	0.8	0.8	0.8
36	23:36:16	2	0.0500	0.012015544279222426	0.013142991811037064	0.8194	0.8194	0.8194	0.8194
37	23:36:29	3	0.0500	0.01081814113616601	0.013412339612841606	0.8	0.8	0.8	0.8
38	23:36:43	4	0.0500	0.010794239673611079	0.013101885095238686	0.8258	0.8258	0.8258	0.8258
39	23:36:56	5	0.0500	0.011322263080014314	0.012564423494040966	0.8065	0.8065	0.8065	0.8065
40	23:37:09	0	0.0500	0.011274362361354102	0.011993545107543468	0.8323	0.8323	0.8323	0.8323
41	23:37:23	1	0.0500	0.011118766158412705	0.012654377147555351	0.8323	0.8323	0.8323	0.8323
42	23:37:36	2	0.0500	0.01100967507822772	0.01267643179744482	0.8065	0.8065	0.8065	0.8065
43	23:37:49	0	0.0500	0.011282907091535772	0.012514792382717133	0.8387	0.8387	0.8387	0.8387
44	23:38:10	1	0.0500	0.011046709202641818	0.012830854393541813	0.8065	0.8065	0.8065	0.8065
45	23:38:23	2	0.0500	0.010189064868644938	0.013107548467814922	0.8	0.8	0.8	0.8
46	23:38:36	3	0.0500	0.009809846158773883	0.0127714267000556	0.8129	0.8129	0.8129	0.8129
47	23:38:50	4	0.0500	0.010354012732273028	0.015396944247186184	0.7677	0.7677	0.7677	0.7677
48	23:39:03	5	0.0500	0.009871731355133796	0.012962287291884422	0.8065	0.8065	0.8065	0.8065
49	23:39:17	6	0.0500	0.010118143054023546	0.012646766379475594	0.8194	0.8194	0.8194	0.8194
50	23:39:30	1	0.0250	0.009627813252714668	0.012617010623216629	0.8323	0.8323	0.8323	0.8323
